Year,Team,Totals,1st,2nd,3rd,4th,YDS,TOP,Rushing,Passing,Penalty,3RD DOWN EFFICIENCY,4TH DOWN EFFICIENCY,PEN,OT
1977,ton,Opponents Totals,29,106,40,85,,,,,,,,,3
1977,nyb,Team Totals,20,105,38,69,,,,,,,,,0
1977,nyb,Opponents Totals,69,111,62,91,,,,,,,,,3
1978,lkc,Team Totals,77,122,63,96,,,,,,,,,
1978,lkc,Opponents Totals,58,60,71,97,,,,,,,,,
1978,har,Team Totals,101,126,68,77,,,,,,,,,
1978,har,Opponents Totals,24,87,64,79,,,,,,,,,
1978,llarm,Team Totals,68,112,84,95,,,,,,,,,0
1978,llarm,Opponents Totals,76,124,73,88,,,,,,,,,3
1978,min,Team Totals,31,96,42,70,,,,,,,,,
1978,min,Opponents Totals,90,155,70,106,,,,,,,,,
1978,larm,Team Totals,41,96,43,122,,,,,,,,,
1978,larm,Opponents Totals,69,118,89,78,,,,,,,,,
1978,bal,Team Totals,63,135,76,76,,,,,,,,,6
1978,bal,Opponents Totals,6,63,57,69,,,,,,,,,0
1978,lten,Team Totals,38,80,65,100,,,,,,,,,
1978,lten,Opponents Totals,43,119,67,69,,,,,,,,,
1978,dul,Team Totals,50,115,85,78,,,,,,,,,6
1978,dul,Opponents Totals,46,99,60,145,,,,,,,,,6
1978,atl,Team Totals,30,79,46,97,,,,,,,,,0
1978,atl,Opponents Totals,66,106,53,56,,,,,,,,,3
1978,ham,Team Totals,58,55,71,89,,,,,,,,,9
1978,ham,Opponents Totals,44,75,50,26,,,,,,,,,3
1978,jac,Team Totals,57,102,43,103,,,,,,,,,6
1978,jac,Opponents Totals,24,97,43,119,,,,,,,,,0
1978,lind,Team Totals,64,111,87,87,,,,,,,,,6
1978,lind,Opponents Totals,58,112,47,92,,,,,,,,,0
1978,was,Team Totals,85,115,50,95,,,,,,,,,0
1978,was,Opponents Totals,68,114,79,94,,,,,,,,,3
1978,col,Team Totals,42,70,62,69,,,,,,,,,0
1978,col,Opponents Totals,64,113,47,91,,,,,,,,,12
1978,tol,Team Totals,58,121,118,84,,,,,,,,,3
1978,tol,Opponents Totals,83,43,25,57,,,,,,,,,0
1978,ltb,Team Totals,41,84,36,109,,,,,,,,,
1978,ltb,Opponents Totals,81,71,54,44,,,,,,,,,
1978,lmin,Team Totals,23,107,71,69,,,,,,,,,3
1978,lmin,Opponents Totals,81,61,66,75,,,,,,,,,0
1978,c-p,Team Totals,103,52,48,61,,,,,,,,,0
1978,c-p,Opponents Totals,51,99,37,108,,,,,,,,,3
1978,chit,Team Totals,54,110,39,45,,,,,,,,,0
1978,chit,Opponents Totals,53,96,68,76,,,,,,,,,3
1978,nyj,Team Totals,90,84,55,62,,,,,,,,,3
1978,nyj,Opponents Totals,93,103,36,74,,,,,,,,,0
1978,dal,Team Totals,77,58,59,55,,,,,,,,,0
1978,dal,Opponents Totals,20,84,83,82,,,,,,,,,0
1978,latl,Team Totals,30,55,93,75,,,,,,,,,0
1978,latl,Opponents Totals,71,69,47,81,,,,,,,,,6
1978,lbuf,Team Totals,70,106,57,57,,,,,,,,,
1978,lbuf,Opponents Totals,50,86,75,89,,,,,,,,,
1978,stl,Team Totals,40,82,30,89,,,,,,,,,
1978,stl,Opponents Totals,67,64,46,82,,,,,,,,,
1978,det,Team Totals,66,100,37,113,,,,,,,,,
1978,det,Opponents Totals,20,70,57,98,,,,,,,,,
1978,lac,Team Totals,33,80,41,86,,,,,,,,,
1978,lac,Opponents Totals,54,117,47,72,,,,,,,,,
1978,ton,Team Totals,54,102,37,88,,,,,,,,,
1978,ton,Opponents Totals,60,98,47,93,,,,,,,,,
1978,nyb,Team Totals,47,63,30,79,,,,,,,,,
1978,nyb,Opponents Totals,71,115,78,86,,,,,,,,,
1979,lkc,Team Totals,71,75,80,115,,,,,,,,,0
1979,lkc,Opponents Totals,24,71,87,69,,,,,,,,,6
1979,har,Team Totals,85,137,60,129,,,,,,,,,0
1979,har,Opponents Totals,87,93,71,69,,,,,,,,,6
1979,llarm,Team Totals,53,121,67,96,,,,,,,,,0
1979,llarm,Opponents Totals,73,126,98,80,,,,,,,,,6
1979,min,Team Totals,21,73,95,76,,,,,,,,,3
1979,min,Opponents Totals,54,91,50,84,,,,,,,,,0
1979,larm,Team Totals,111,30,55,75,,,,,,,,,0
1979,larm,Opponents Totals,57,128,88,75,,,,,,,,,3
1979,bal,Team Totals,89,114,62,145,,,,,,,,,6
1979,bal,Opponents Totals,57,104,53,48,,,,,,,,,0
1979,lten,Team Totals,58,144,81,73,,,,,,,,,6
1979,lten,Opponents Totals,81,87,50,113,,,,,,,,,0
1979,dul,Team Totals,91,59,78,122,,,,,,,,,9
1979,dul,Opponents Totals,94,81,60,114,,,,,,,,,3
1979,atl,Team Totals,83,115,75,64,,,,,,,,,0
1979,atl,Opponents Totals,57,140,106,115,,,,,,,,,3
1979,ham,Team Totals,80,135,93,103,,,,,,,,,
1979,ham,Opponents Totals,82,42,48,74,,,,,,,,,
1979,jac,Team Totals,64,83,99,40,,,,,,,,,3
1979,jac,Opponents Totals,37,107,44,74,,,,,,,,,0
1979,lind,Team Totals,68,100,89,108,,,,,,,,,
1979,lind,Opponents Totals,73,84,108,72,,,,,,,,,
1979,was,Team Totals,78,114,87,99,,,,,,,,,
1979,was,Opponents Totals,63,116,84,109,,,,,,,,,
1979,col,Team Totals,52,53,40,93,,,,,,,,,
1979,col,Opponents Totals,64,55,64,79,,,,,,,,,
1979,tol,Team Totals,73,102,87,109,,,,,,,,,
1979,tol,Opponents Totals,87,88,60,78,,,,,,,,,
1979,ltb,Team Totals,58,122,86,73,,,,,,,,,
1979,ltb,Opponents Totals,53,67,52,110,,,,,,,,,
1979,lmin,Team Totals,61,130,57,100,,,,,,,,,
1979,lmin,Opponents Totals,65,75,48,107,,,,,,,,,
1979,c-p,Team Totals,39,68,54,76,,,,,,,,,
1979,c-p,Opponents Totals,38,116,91,78,,,,,,,,,
1979,chit,Team Totals,43,74,98,92,,,,,,,,,
1979,chit,Opponents Totals,89,100,44,125,,,,,,,,,
1979,nyj,Team Totals,33,106,44,87,,,,,,,,,3
1979,nyj,Opponents Totals,50,61,46,80,,,,,,,,,0
1979,dal,Team Totals,59,84,65,98,,,,,,,,,
1979,dal,Opponents Totals,48,72,50,79,,,,,,,,,
1979,latl,Team Totals,40,74,74,65,,,,,,,,,6
1979,latl,Opponents Totals,50,94,63,124,,,,,,,,,6
1979,lbuf,Team Totals,35,99,64,48,,,,,,,,,0
1979,lbuf,Opponents Totals,61,90,68,91,,,,,,,,,6
1979,stl,Team Totals,41,56,48,74,,,,,,,,,
1979,stl,Opponents Totals,44,115,110,96,,,,,,,,,
1979,det,Team Totals,80,131,47,59,,,,,,,,,6
1979,det,Opponents Totals,47,98,81,83,,,,,,,,,0
1979,lac,Team Totals,62,146,81,81,,,,,,,,,0
1979,lac,Opponents Totals,51,126,69,108,,,,,,,,,6
1979,ton,Team Totals,34,90,59,111,,,,,,,,,6
1979,ton,Opponents Totals,79,156,57,93,,,,,,,,,3
1979,nyb,Team Totals,64,97,43,104,,,,,,,,,
1979,nyb,Opponents Totals,61,149,118,88,,,,,,,,,
1980,lkc,Team Totals,54,104,55,104,,,,,,,,,3
1980,lkc,Opponents Totals,50,87,72,51,,,,,,,,,0
1980,har,Team Totals,77,132,110,122,,,,,,,,,0
1980,har,Opponents Totals,64,97,56,105,,,,,,,,,3
1980,llarm,Team Totals,47,65,37,114,,,,,,,,,3
1980,llarm,Opponents Totals,54,100,65,83,,,,,,,,,3
1980,min,Team Totals,55,115,80,105,,,,,,,,,
1980,min,Opponents Totals,93,112,85,97,,,,,,,,,
1980,larm,Team Totals,44,112,38,105,,,,,,,,,3
1980,larm,Opponents Totals,88,93,68,146,,,,,,,,,0
1980,bal,Team Totals,41,134,84,98,,,,,,,,,
1980,bal,Opponents Totals,32,69,109,100,,,,,,,,,
1980,lten,Team Totals,25,82,80,108,,,,,,,,,0
1980,lten,Opponents Totals,63,85,34,66,,,,,,,,,3
1980,dul,Team Totals,79,115,76,82,,,,,,,,,
1980,dul,Opponents Totals,57,91,81,84,,,,,,,,,
1980,atl,Team Totals,80,65,30,66,,,,,,,,,3
1980,atl,Opponents Totals,17,109,82,104,,,,,,,,,0
1980,ham,Team Totals,69,190,72,78,,,,,,,,,9
1980,ham,Opponents Totals,54,76,85,112,,,,,,,,,0
1980,jac,Team Totals,60,98,89,117,,,,,,,,,0
1980,jac,Opponents Totals,61,101,51,87,,,,,,,,,6
1980,lind,Team Totals,63,90,86,71,,,,,,,,,
1980,lind,Opponents Totals,39,151,45,88,,,,,,,,,
1980,was,Team Totals,58,105,75,81,,,,,,,,,
1980,was,Opponents Totals,62,109,80,85,,,,,,,,,
1980,col,Team Totals,25,95,50,121,,,,,,,,,
1980,col,Opponents Totals,48,139,77,144,,,,,,,,,
1980,tol,Team Totals,56,102,96,130,,,,,,,,,
1980,tol,Opponents Totals,63,60,55,44,,,,,,,,,
1980,ltb,Team Totals,96,153,86,119,,,,,,,,,
1980,ltb,Opponents Totals,59,130,44,78,,,,,,,,,
1980,lmin,Team Totals,43,80,61,77,,,,,,,,,
1980,lmin,Opponents Totals,80,101,34,78,,,,,,,,,
1980,c-p,Team Totals,90,61,74,74,,,,,,,,,0
1980,c-p,Opponents Totals,27,115,75,124,,,,,,,,,9
1980,chit,Team Totals,37,94,37,81,,,,,,,,,
1980,chit,Opponents Totals,68,153,104,100,,,,,,,,,
1980,nyj,Team Totals,57,90,78,92,,,,,,,,,
1980,nyj,Opponents Totals,59,47,90,112,,,,,,,,,
1980,dal,Team Totals,40,93,59,142,,,,,,,,,0
1980,dal,Opponents Totals,61,98,36,71,,,,,,,,,6
1980,latl,Team Totals,51,77,77,93,,,,,,,,,6
1980,latl,Opponents Totals,57,79,51,68,,,,,,,,,9
1980,lbuf,Team Totals,21,91,33,80,,,,,,,,,6
1980,lbuf,Opponents Totals,64,135,65,107,,,,,,,,,0
1980,stl,Team Totals,73,88,34,76,,,,,,,,,0
1980,stl,Opponents Totals,58,108,76,99,,,,,,,,,0
1980,det,Team Totals,76,92,102,129,,,,,,,,,6
1980,det,Opponents Totals,75,74,38,82,,,,,,,,,3
1980,lac,Team Totals,95,172,92,62,,,,,,,,,3
1980,lac,Opponents Totals,30,89,54,113,,,,,,,,,3
1980,ton,Team Totals,61,93,62,98,,,,,,,,,6
1980,ton,Opponents Totals,78,119,104,114,,,,,,,,,0
1980,nyb,Team Totals,55,90,71,75,,,,,,,,,0
1980,nyb,Opponents Totals,67,151,108,158,,,,,,,,,3
1981,lkc,Team Totals,41,110,97,94,,,,,,,,,3
1981,lkc,Opponents Totals,72,92,30,81,,,,,,,,,0
1981,har,Team Totals,61,131,72,91,,,,,,,,,0
1981,har,Opponents Totals,37,100,100,50,,,,,,,,,0
1981,llarm,Team Totals,78,124,66,43,,,,,,,,,0
1981,llarm,Opponents Totals,44,81,67,81,,,,,,,,,3
1981,min,Team Totals,63,52,75,69,,,,,,,,,
1981,min,Opponents Totals,121,186,105,121,,,,,,,,,
1981,larm,Team Totals,68,92,67,95,,,,,,,,,0
1981,larm,Opponents Totals,78,117,90,76,,,,,,,,,9
1981,bal,Team Totals,74,150,58,136,,,,,,,,,3
1981,bal,Opponents Totals,38,111,17,138,,,,,,,,,0
1981,lten,Team Totals,90,97,84,79,,,,,,,,,6
1981,lten,Opponents Totals,33,97,58,109,,,,,,,,,0
1981,dul,Team Totals,47,66,55,113,,,,,,,,,
1981,dul,Opponents Totals,73,93,105,84,,,,,,,,,
1981,atl,Team Totals,31,109,55,81,,,,,,,,,0
1981,atl,Opponents Totals,89,103,82,98,,,,,,,,,3
1981,ham,Team Totals,101,157,95,125,,,,,,,,,0
1981,ham,Opponents Totals,83,124,100,80,,,,,,,,,3
1981,jac,Team Totals,67,91,74,86,,,,,,,,,3
1981,jac,Opponents Totals,63,80,71,75,,,,,,,,,0
1981,lind,Team Totals,85,69,85,104,,,,,,,,,0
1981,lind,Opponents Totals,82,97,51,57,,,,,,,,,3
1981,was,Team Totals,59,86,42,86,,,,,,,,,
1981,was,Opponents Totals,43,95,115,90,,,,,,,,,
1981,col,Team Totals,71,109,85,57,,,,,,,,,
1981,col,Opponents Totals,58,140,75,115,,,,,,,,,
1981,tol,Team Totals,91,115,57,104,,,,,,,,,0
1981,tol,Opponents Totals,61,81,79,53,,,,,,,,,3
1981,ltb,Team Totals,71,125,82,90,,,,,,,,,
1981,ltb,Opponents Totals,42,64,24,91,,,,,,,,,
1981,lmin,Team Totals,23,83,89,94,,,,,,,,,6
1981,lmin,Opponents Totals,64,70,34,86,,,,,,,,,3
1981,c-p,Team Totals,77,112,64,91,,,,,,,,,3
1981,c-p,Opponents Totals,64,110,61,114,,,,,,,,,0
1981,chit,Team Totals,83,71,41,120,,,,,,,,,
1981,chit,Opponents Totals,92,117,92,107,,,,,,,,,
1981,nyj,Team Totals,54,82,58,121,,,,,,,,,
1981,nyj,Opponents Totals,66,70,47,85,,,,,,,,,
1981,dal,Team Totals,81,139,68,109,,,,,,,,,
1981,dal,Opponents Totals,72,106,39,105,,,,,,,,,
1981,latl,Team Totals,89,108,64,63,,,,,,,,,
1981,latl,Opponents Totals,51,127,81,102,,,,,,,,,
1981,lbuf,Team Totals,44,129,75,77,,,,,,,,,
1981,lbuf,Opponents Totals,70,84,89,126,,,,,,,,,
1981,stl,Team Totals,41,71,55,80,,,,,,,,,6
1981,stl,Opponents Totals,83,83,63,95,,,,,,,,,0
1981,det,Team Totals,80,100,88,89,,,,,,,,,
1981,det,Opponents Totals,40,76,55,79,,,,,,,,,
1981,lac,Team Totals,71,134,95,126,,,,,,,,,0
1981,lac,Opponents Totals,64,158,49,81,,,,,,,,,3
1981,ton,Team Totals,51,115,49,88,,,,,,,,,
1981,ton,Opponents Totals,81,105,88,77,,,,,,,,,
1981,nyb,Team Totals,51,57,44,55,,,,,,,,,
1981,nyb,Opponents Totals,79,117,72,110,,,,,,,,,
1982,lkc,Team Totals,20,113,45,82,,,,,,,,,
1982,lkc,Opponents Totals,51,52,37,60,,,,,,,,,
1982,har,Team Totals,54,43,64,37,,,,,,,,,
1982,har,Opponents Totals,26,58,10,37,,,,,,,,,
1982,llarm,Team Totals,48,76,62,46,,,,,,,,,0
1982,llarm,Opponents Totals,24,42,51,54,,,,,,,,,6
1982,min,Team Totals,47,54,38,59,,,,,,,,,6
1982,min,Opponents Totals,13,43,38,52,,,,,,,,,0
1982,larm,Team Totals,51,90,83,64,,,,,,,,,
1982,larm,Opponents Totals,30,63,71,57,,,,,,,,,
1982,bal,Team Totals,63,72,39,71,,,,,,,,,
1982,bal,Opponents Totals,40,54,42,30,,,,,,,,,
1982,lten,Team Totals,23,33,37,50,,,,,,,,,
1982,lten,Opponents Totals,34,49,13,61,,,,,,,,,
1982,dul,Team Totals,20,34,24,62,,,,,,,,,
1982,dul,Opponents Totals,28,60,38,56,,,,,,,,,
1982,atl,Team Totals,26,68,19,37,,,,,,,,,
1982,atl,Opponents Totals,14,57,36,47,,,,,,,,,
1982,ham,Team Totals,9,37,28,53,,,,,,,,,
1982,ham,Opponents Totals,26,70,23,28,,,,,,,,,
1982,jac,Team Totals,33,63,16,64,,,,,,,,,
1982,jac,Opponents Totals,40,55,31,58,,,,,,,,,
1982,lind,Team Totals,26,54,26,42,,,,,,,,,
1982,lind,Opponents Totals,40,79,40,67,,,,,,,,,
1982,was,Team Totals,24,27,31,54,,,,,,,,,
1982,was,Opponents Totals,48,71,45,81,,,,,,,,,
1982,col,Team Totals,13,40,23,37,,,,,,,,,0
1982,col,Opponents Totals,54,77,68,37,,,,,,,,,0
1982,tol,Team Totals,36,67,22,62,,,,,,,,,3
1982,tol,Opponents Totals,17,33,43,35,,,,,,,,,0
1982,ltb,Team Totals,17,100,51,58,,,,,,,,,
1982,ltb,Opponents Totals,23,34,27,61,,,,,,,,,
1982,lmin,Team Totals,26,65,64,71,,,,,,,,,0
1982,lmin,Opponents Totals,59,46,29,35,,,,,,,,,0
1982,c-p,Team Totals,16,86,27,58,,,,,,,,,
1982,c-p,Opponents Totals,26,54,42,76,,,,,,,,,
1982,chit,Team Totals,17,68,44,54,,,,,,,,,
1982,chit,Opponents Totals,49,69,30,51,,,,,,,,,
1982,nyj,Team Totals,31,48,19,37,,,,,,,,,
1982,nyj,Opponents Totals,23,34,37,76,,,,,,,,,
1982,dal,Team Totals,9,40,51,55,,,,,,,,,3
1982,dal,Opponents Totals,46,53,43,36,,,,,,,,,0
1982,latl,Team Totals,72,31,37,41,,,,,,,,,
1982,latl,Opponents Totals,24,58,33,61,,,,,,,,,
1982,lbuf,Team Totals,31,27,26,45,,,,,,,,,
1982,lbuf,Opponents Totals,14,64,34,48,,,,,,,,,
1982,stl,Team Totals,25,51,40,48,,,,,,,,,
1982,stl,Opponents Totals,31,55,19,55,,,,,,,,,
1982,det,Team Totals,37,81,23,68,,,,,,,,,
1982,det,Opponents Totals,44,64,37,61,,,,,,,,,
1982,lac,Team Totals,44,50,17,30,,,,,,,,,0
1982,lac,Opponents Totals,37,60,30,44,,,,,,,,,3
1982,ton,Team Totals,45,34,36,76,,,,,,,,,0
1982,ton,Opponents Totals,36,76,30,50,,,,,,,,,3
1982,nyb,Team Totals,68,58,26,48,,,,,,,,,
1982,nyb,Opponents Totals,34,80,41,95,,,,,,,,,
1983,lkc,Team Totals,56,135,91,107,,,,,,,,,0
1983,lkc,Opponents Totals,62,68,44,73,,,,,,,,,3
1983,har,Team Totals,28,87,55,110,,,,,,,,,3
1983,har,Opponents Totals,29,108,92,122,,,,,,,,,0
1983,llarm,Team Totals,53,71,40,110,,,,,,,,,0
1983,llarm,Opponents Totals,47,110,67,59,,,,,,,,,6
1983,min,Team Totals,44,86,57,68,,,,,,,,,9
1983,min,Opponents Totals,62,136,54,102,,,,,,,,,0
1983,larm,Team Totals,28,101,75,106,,,,,,,,,3
1983,larm,Opponents Totals,72,66,90,103,,,,,,,,,0
1983,bal,Team Totals,95,105,30,125,,,,,,,,,
1983,bal,Opponents Totals,80,78,72,73,,,,,,,,,
1983,lten,Team Totals,76,120,82,66,,,,,,,,,12
1983,lten,Opponents Totals,70,125,63,84,,,,,,,,,0
1983,dul,Team Totals,102,140,54,50,,,,,,,,,
1983,dul,Opponents Totals,55,86,65,96,,,,,,,,,
1983,atl,Team Totals,67,57,67,97,,,,,,,,,0
1983,atl,Opponents Totals,100,157,81,110,,,,,,,,,12
1983,ham,Team Totals,75,131,108,128,,,,,,,,,
1983,ham,Opponents Totals,61,85,54,138,,,,,,,,,
1983,jac,Team Totals,67,99,102,132,,,,,,,,,3
1983,jac,Opponents Totals,69,134,56,138,,,,,,,,,0
1983,lind,Team Totals,41,80,39,142,,,,,,,,,
1983,lind,Opponents Totals,85,87,76,79,,,,,,,,,
1983,was,Team Totals,86,96,85,116,,,,,,,,,3
1983,was,Opponents Totals,57,89,88,130,,,,,,,,,3
1983,col,Team Totals,92,92,75,99,,,,,,,,,0
1983,col,Opponents Totals,83,137,95,141,,,,,,,,,6
1983,tol,Team Totals,127,153,129,132,,,,,,,,,
1983,tol,Opponents Totals,42,86,73,131,,,,,,,,,
1983,ltb,Team Totals,75,154,79,168,,,,,,,,,3
1983,ltb,Opponents Totals,120,84,70,86,,,,,,,,,0
1983,lmin,Team Totals,79,128,86,81,,,,,,,,,0
1983,lmin,Opponents Totals,88,124,105,11,,,,,,,,,0
1983,c-p,Team Totals,58,54,61,60,,,,,,,,,0
1983,c-p,Opponents Totals,47,128,53,91,,,,,,,,,3
1983,chit,Team Totals,46,99,62,57,,,,,,,,,3
1983,chit,Opponents Totals,56,117,75,99,,,,,,,,,0
1983,nyj,Team Totals,73,109,88,74,,,,,,,,,3
1983,nyj,Opponents Totals,54,122,37,73,,,,,,,,,0
1983,dal,Team Totals,55,104,40,112,,,,,,,,,0
1983,dal,Opponents Totals,78,63,83,71,,,,,,,,,6
1983,latl,Team Totals,120,147,44,112,,,,,,,,,6
1983,latl,Opponents Totals,74,105,109,139,,,,,,,,,12
1983,lbuf,Team Totals,85,85,68,72,,,,,,,,,6
1983,lbuf,Opponents Totals,71,119,72,86,,,,,,,,,0
1983,stl,Team Totals,43,68,65,65,,,,,,,,,0
1983,stl,Opponents Totals,70,127,70,104,,,,,,,,,9
1983,det,Team Totals,88,134,104,106,,,,,,,,,
1983,det,Opponents Totals,33,119,69,72,,,,,,,,,
1983,lac,Team Totals,46,114,91,110,,,,,,,,,0
1983,lac,Opponents Totals,63,96,75,105,,,,,,,,,3
1983,ton,Team Totals,41,81,103,88,,,,,,,,,6
1983,ton,Opponents Totals,74,86,61,116,,,,,,,,,0
1983,nyb,Team Totals,25,127,68,144,,,,,,,,,6
1983,nyb,Opponents Totals,69,113,99,105,,,,,,,,,3
1984,lkc,Team Totals,58,170,150,135,,,,,,,,,0
1984,lkc,Opponents Totals,52,81,55,104,,,,,,,,,6
1984,har,Team Totals,68,74,108,112,,,,,,,,,
1984,har,Opponents Totals,78,115,84,75,,,,,,,,,
1984,llarm,Team Totals,68,104,63,97,,,,,,,,,
1984,llarm,Opponents Totals,73,90,95,106,,,,,,,,,
1984,min,Team Totals,31,87,46,75,,,,,,,,,
1984,min,Opponents Totals,92,143,74,105,,,,,,,,,
1984,larm,Team Totals,66,57,64,63,,,,,,,,,
1984,larm,Opponents Totals,113,148,72,121,,,,,,,,,
1984,bal,Team Totals,50,147,95,95,,,,,,,,,0
1984,bal,Opponents Totals,26,105,69,107,,,,,,,,,3
1984,lten,Team Totals,53,105,77,101,,,,,,,,,3
1984,lten,Opponents Totals,40,98,78,123,,,,,,,,,0
1984,dul,Team Totals,54,81,44,71,,,,,,,,,0
1984,dul,Opponents Totals,61,97,53,83,,,,,,,,,3
1984,atl,Team Totals,27,82,50,78,,,,,,,,,3
1984,atl,Opponents Totals,113,111,92,121,,,,,,,,,0
1984,ham,Team Totals,75,125,68,82,,,,,,,,,3
1984,ham,Opponents Totals,49,74,45,73,,,,,,,,,0
1984,jac,Team Totals,92,135,100,91,,,,,,,,,
1984,jac,Opponents Totals,60,86,62,74,,,,,,,,,
1984,lind,Team Totals,57,85,79,147,,,,,,,,,0
1984,lind,Opponents Totals,47,75,58,95,,,,,,,,,3
1984,was,Team Totals,57,105,61,91,,,,,,,,,
1984,was,Opponents Totals,37,127,73,87,,,,,,,,,
1984,col,Team Totals,96,100,62,130,,,,,,,,,6
1984,col,Opponents Totals,60,127,135,91,,,,,,,,,0
1984,tol,Team Totals,89,144,108,85,,,,,,,,,
1984,tol,Opponents Totals,73,70,107,60,,,,,,,,,
1984,ltb,Team Totals,73,77,78,71,,,,,,,,,
1984,ltb,Opponents Totals,45,90,71,95,,,,,,,,,
1984,lmin,Team Totals,72,134,102,115,,,,,,,,,
1984,lmin,Opponents Totals,77,100,97,71,,,,,,,,,
1984,c-p,Team Totals,65,89,56,95,,,,,,,,,3
1984,c-p,Opponents Totals,64,81,91,72,,,,,,,,,0
1984,chit,Team Totals,64,76,53,85,,,,,,,,,0
1984,chit,Opponents Totals,61,102,74,83,,,,,,,,,0
1984,nyj,Team Totals,91,107,62,65,,,,,,,,,
1984,nyj,Opponents Totals,33,73,53,89,,,,,,,,,
1984,dal,Team Totals,79,121,108,82,,,,,,,,,0
1984,dal,Opponents Totals,72,88,65,81,,,,,,,,,3
1984,latl,Team Totals,57,102,64,109,,,,,,,,,3
1984,latl,Opponents Totals,54,108,76,136,,,,,,,,,6
1984,lbuf,Team Totals,47,108,76,43,,,,,,,,,9
1984,lbuf,Opponents Totals,108,133,57,110,,,,,,,,,0
1984,stl,Team Totals,59,60,79,78,,,,,,,,,
1984,stl,Opponents Totals,137,146,109,92,,,,,,,,,
1984,det,Team Totals,110,157,67,141,,,,,,,,,
1984,det,Opponents Totals,29,86,48,64,,,,,,,,,
1984,lac,Team Totals,67,118,77,84,,,,,,,,,
1984,lac,Opponents Totals,55,110,57,94,,,,,,,,,
1984,ton,Team Totals,61,101,37,99,,,,,,,,,0
1984,ton,Opponents Totals,42,129,78,109,,,,,,,,,3
1984,nyb,Team Totals,45,83,87,66,,,,,,,,,0
1984,nyb,Opponents Totals,80,141,93,65,,,,,,,,,3
1985,lkc,Team Totals,88,136,95,109,,,,,,,,,
1985,lkc,Opponents Totals,44,96,78,102,,,,,,,,,
1985,har,Team Totals,70,128,111,81,,,,,,,,,3
1985,har,Opponents Totals,50,91,59,64,,,,,,,,,0
1985,llarm,Team Totals,54,115,44,149,,,,,,,,,0
1985,llarm,Opponents Totals,75,64,56,92,,,,,,,,,3
1985,min,Team Totals,65,98,52,105,,,,,,,,,
1985,min,Opponents Totals,81,145,64,96,,,,,,,,,
1985,larm,Team Totals,58,63,41,38,,,,,,,,,
1985,larm,Opponents Totals,51,144,78,108,,,,,,,,,
1985,bal,Team Totals,44,68,78,97,,,,,,,,,0
1985,bal,Opponents Totals,75,81,50,85,,,,,,,,,3
1985,lten,Team Totals,115,106,119,101,,,,,,,,,
1985,lten,Opponents Totals,61,131,107,138,,,,,,,,,
1985,dul,Team Totals,58,134,83,104,,,,,,,,,
1985,dul,Opponents Totals,72,129,53,101,,,,,,,,,
1985,atl,Team Totals,24,90,63,107,,,,,,,,,
1985,atl,Opponents Totals,126,94,112,80,,,,,,,,,
1985,ham,Team Totals,79,93,76,100,,,,,,,,,6
1985,ham,Opponents Totals,73,93,67,69,,,,,,,,,6
1985,jac,Team Totals,82,142,39,108,,,,,,,,,9
1985,jac,Opponents Totals,48,89,102,84,,,,,,,,,6
1985,lind,Team Totals,43,116,90,100,,,,,,,,,0
1985,lind,Opponents Totals,47,78,63,112,,,,,,,,,3
1985,was,Team Totals,86,134,96,145,,,,,,,,,6
1985,was,Opponents Totals,82,124,114,109,,,,,,,,,6
1985,col,Team Totals,77,111,66,63,,,,,,,,,
1985,col,Opponents Totals,39,135,65,121,,,,,,,,,
1985,tol,Team Totals,55,122,78,102,,,,,,,,,
1985,tol,Opponents Totals,66,73,98,96,,,,,,,,,
1985,ltb,Team Totals,62,118,118,95,,,,,,,,,6
1985,ltb,Opponents Totals,75,85,34,89,,,,,,,,,0
1985,lmin,Team Totals,81,105,44,67,,,,,,,,,
1985,lmin,Opponents Totals,59,107,78,68,,,,,,,,,
1985,c-p,Team Totals,60,72,56,92,,,,,,,,,6
1985,c-p,Opponents Totals,69,67,76,92,,,,,,,,,6
1985,chit,Team Totals,67,73,48,87,,,,,,,,,3
1985,chit,Opponents Totals,78,122,77,137,,,,,,,,,0
1985,nyj,Team Totals,67,144,123,122,,,,,,,,,
1985,nyj,Opponents Totals,50,77,34,37,,,,,,,,,
1985,dal,Team Totals,50,82,89,116,,,,,,,,,
1985,dal,Opponents Totals,68,109,66,112,,,,,,,,,
1985,latl,Team Totals,44,91,83,128,,,,,,,,,
1985,latl,Opponents Totals,81,92,96,90,,,,,,,,,
1985,lbuf,Team Totals,76,95,79,57,,,,,,,,,0
1985,lbuf,Opponents Totals,68,96,85,114,,,,,,,,,3
1985,stl,Team Totals,71,109,31,80,,,,,,,,,3
1985,stl,Opponents Totals,75,144,110,119,,,,,,,,,0
1985,det,Team Totals,54,102,82,102,,,,,,,,,
1985,det,Opponents Totals,47,99,53,78,,,,,,,,,
1985,lac,Team Totals,69,111,102,129,,,,,,,,,
1985,lac,Opponents Totals,53,65,47,98,,,,,,,,,
1985,ton,Team Totals,46,77,43,128,,,,,,,,,
1985,ton,Opponents Totals,55,142,51,153,,,,,,,,,
1985,nyb,Team Totals,68,90,33,91,,,,,,,,,0
1985,nyb,Opponents Totals,45,153,89,159,,,,,,,,,6
1986,lkc,Team Totals,82,102,99,129,,,,,,,,,
1986,lkc,Opponents Totals,34,83,64,126,,,,,,,,,
